GPS纬度,GPS经度,谷歌地图纬度,谷歌地图经度,百度纬度,百度经度,地址,邮编,关键词
22.6040497,114.0586138,22.6013357112,114.0637260904,22.6070223473,114.0703221518,广东省深圳市龙岗区,-,-
22.6376364,114.0679162,22.6349479562,114.0730392192,22.6407134965,114.0795846028,广东省深圳市龙岗区石背路19号,-,-
22.65788521,114.0747723,22.6552021082,114.0798953192,22.660965571,114.0864390859,广东省深圳市龙岗区中浩二路,-,-
22.61781817,114.1572608,22.6150897201,114.1622818953,22.6208425017,114.1688281658,广东省深圳市龙岗区官塘新村五巷,-,-
22.64144071,114.4227421,22.6387770219,114.4276773646,22.6444389542,114.4342296316,广东省深圳市龙岗区,-,-
22.78139876,114.3008065,22.7786240344,114.3056505695,22.7842985024,114.3122149752,广东省深圳市龙岗区,-,-
22.72294122,114.2777156,22.7201256897,114.2825435762,22.7258938643,114.2891204918,广东省深圳市龙岗区Y223(龙南路),-,-
22.67470711,114.2209333,22.671885602,114.2258041916,22.6781217472,114.2322455669,广东省深圳市龙岗区,-,-
22.66283814,114.0263974,22.6600659306,114.0314560462,22.6659879875,114.037976252,广东省深圳市宝安区东环二路359,-,-
22.65776972,114.0794934,22.655096519,114.0846271481,22.6610147726,114.0911336485,广东省深圳市龙岗区,-,-
22.65691327,114.2100928,22.6541064076,114.2149851492,22.6601828619,114.2214485584,广东省深圳市龙岗区惠盐南路1264号,-,-
22.73859039,113.8184493,22.7356961108,113.8235079462,22.7413577412,113.8300704628,广东省深圳市宝安区蚝乡路,-,-
22.71636331,114.322257,22.7136071588,114.3271225272,22.7195282065,114.3336768852,广东省深圳市龙岗区,-,-
22.52331401,114.0466386,22.5205736692,114.0517294327,22.5262529175,114.0582954022,广东省深圳市福田区,-,-
22.65301422,114.2124549,22.6502022023,114.2173472492,22.656281404,114.2238089654,广东省深圳市龙岗区,-,-
22.5331754,114.0831342,22.5304538,114.0882232,22.5364024503,114.0947647299,广东省深圳市福田区华强南路,-,-
22.59955905,114.130363,22.5968747767,114.1354538327,22.6031143159,114.1419208307,广东省深圳市龙岗区育苗路3,-,-
22.65027837,113.9366241,22.6472683208,113.9414949916,22.6529438572,113.948054896,广东省深圳市南山区,-,-
22.73782038,114.2858901,22.735020104,114.2907234406,22.7406980401,114.2973062494,广东省深圳市龙岗区,-,-
22.73859039,113.8184493,22.7356961108,113.8235079462,22.7413577412,113.8300704628,广东省深圳市宝安区蚝乡路,-,-
22.74300109,113.9950401,22.7401612337,114.0000290088,22.7465086199,114.0064893195,广东省深圳市宝安区围肚区一巷,-,-
22.63495417,114.0448196,22.632201161,114.0498997039,22.6379722132,114.0564576751,广东省深圳市宝安区G94(珠三角环线高速),-,-
22.75139338,114.0262399,22.7486477277,114.0313039106,22.7545688921,114.0378357498,广东省深圳市宝安区G94(珠三角环线高速),-,-
22.61556463,114.1524159,22.6128559875,114.1574638174,22.6187598782,114.1639789769,广东省深圳市龙岗区翠山路36号,-,-
22.68447006,114.000085,22.6816141097,114.0050739088,22.6879604486,114.0115247977,广东省深圳市宝安区大浪南路439号,-,-
22.6651428,114.0200019,22.6623460423,114.0250390885,22.6684455363,114.0315295638,广东省深圳市宝安区,-,-
22.69331552,113.8170784,22.6904053353,113.8221316818,22.6960698448,113.8287003037,广东省深圳市宝安区水库路,-,-
22.75600203,113.8513612,22.7530587062,113.8563393799,22.7591339145,113.8628023066,广东省深圳市宝安区帝玮路,-,-
22.73335619,113.8312919,22.7304419075,113.8363237241,22.7361918555,113.8428770175,广东省深圳市宝安区油厂路77号,-,-
22.7778578,113.9170043,22.7748654465,113.9218751916,22.7806243534,113.9284141072,广东省深圳市宝安区楼一工六路8,-,-
22.70597175,113.8079954,22.7030867333,113.8130755039,22.7087513045,113.8196571558,广东省深圳市宝安区凤塘大道140号,-,-
22.70466497,113.9726899,22.7017302527,113.9776090713,22.7078336074,113.9841251238,广东省深圳市宝安区,-,-
22.65204961,114.0535937,22.6493267065,114.0586952615,22.655003673,114.0652553002,广东省深圳市龙岗区五和大道,-,-
22.72133411,114.0616196,22.7186472344,114.0667372548,22.7243323103,114.0733361448,广东省深圳市宝安区观平路356号,-,-
22.68008861,113.8347861,22.6771584141,113.8398125597,22.6829081623,113.846352575,广东省深圳市宝安区,-,-
22.70874974,113.8160543,22.7058449288,113.8211075818,22.7115116757,113.8276898945,广东省深圳市宝安区,-,-
22.60766979,113.8685312,22.6046588647,113.8734503713,22.610983185,113.8798967451,广东省深圳市宝安区宝田三路,-,-
22.72710367,114.0613819,22.7244219386,114.0664995548,22.7301033712,114.0730931777,广东省深圳市宝安区惠民一路26号,-,-
22.67955589,113.8329385,22.6766256941,113.8379649597,22.6823754423,113.844504975,广东省深圳市宝安区腾丰大道2,-,-
22.67509773,113.822362,22.672187333,113.8274152818,22.6778475977,113.8339729664,广东省深圳市宝安区石厦街1,-,-
22.73335619,113.8312919,22.7304419075,113.8363237241,22.7361918555,113.8428770175,广东省深圳市宝安区油厂路77号,-,-
22.61177508,114.0380587,22.6090216706,114.0431388039,22.6147937324,114.0497150641,广东省深圳市宝安区民兴南路,-,-
22.73006657,114.0666477,22.7273996823,114.0717760836,22.7331709111,114.0783494939,广东省深圳市宝安区,-,-
22.65235376,113.9299125,22.6493338092,113.9347780272,22.6550057397,113.9413343968,广东省深圳市宝安区,-,-
22.71365257,114.0652375,22.7109803439,114.0703658836,22.7167526628,114.0769455254,广东省深圳市宝安区环观中路,-,-
22.56073431,113.8900779,22.5576925674,113.8949595204,22.5639342478,113.9014091848,广东省深圳市宝安区南言二路8号,-,-
22.67343353,113.8257052,22.6705031205,113.8307316597,22.6762487843,113.8372618218,广东省深圳市宝安区新塘路6,-,-
22.59155498,114.1259102,22.58883168,114.1309632,22.5951091374,114.1374687337,广东省深圳市龙岗区,-,-
22.670522,113.9235611,22.6674975391,113.9284266272,22.6732589192,113.934969549,广东省深圳市宝安区建兴路,-,-
22.70038707,113.8449026,22.6974424548,113.8499022376,22.703349175,113.8564314419,广东省深圳市宝安区,-,-
22.56350361,113.9068948,22.5604569134,113.9117549627,22.5663729567,113.9182755523,广东省深圳市宝安区前进一路65-4,-,-
22.70743279,113.9300131,22.7044290063,113.9348839916,22.7101068403,113.9414777169,广东省深圳市宝安区,-,-
22.6335575,113.8513604,22.6305816731,113.8563278511,22.6366583397,113.8628014547,广东省深圳市宝安区,-,-
22.56419251,113.8961664,22.5611458134,113.9010372916,22.5672372895,113.9075178388,广东省深圳市宝安区宝民一路61-30,-,-
22.66919267,114.0384117,22.666450363,114.0434918039,22.6722178513,114.0500477338,广东省深圳市宝安区梅龙大道,-,-
22.59628077,113.8550628,22.593279531,113.860003429,22.5995187266,113.8664728406,广东省深圳市宝安区,-,-
22.68518823,113.8115675,22.6822978427,113.8166476039,22.6879601888,113.8232155771,广东省深圳市宝安区,-,-
22.70700814,114.0967766,22.704360657,114.1019103481,22.7106098614,114.1083855857,广东省深圳市宝安区,-,-
22.730349,114.068783,22.7276821123,114.0739113836,22.7334533411,114.0804847939,广东省深圳市宝安区,-,-
22.607611,113.8698943,22.6046000747,113.8748134713,22.610924395,113.8812598451,广东省深圳市宝安区,-,-
22.58488076,113.913275,22.5818394587,113.9181351627,22.5877556149,113.9246754612,广东省深圳市宝安区留仙二路一巷9号,-,-
22.5609901,113.894563,22.5579483574,113.8994446204,22.5641900378,113.9058942848,广东省深圳市宝安区安乐三街42号,-,-
22.73565178,114.280464,22.7328416089,114.2852919762,22.7386070484,114.2918549214,广东省深圳市龙岗区向东路118-2,-,-
22.58194314,113.8880166,22.578906792,113.8928982204,22.5851488643,113.8993675342,广东省深圳市宝安区新安四路263-13,-,-
22.58297289,113.9071834,22.5799315887,113.9120435627,22.5858477449,113.9185838612,广东省深圳市宝安区大宝路202,-,-
22.54138954,113.9191104,22.5383473565,113.9239651983,22.5441064072,113.9305044462,广东省深圳市南山区南山大道2309号,-,-
22.77040177,113.8551161,22.7674438224,113.8600674578,22.773673045,113.8664989115,广东省深圳市宝安区松岗大道,-,-
23.16769035,113.6651728,23.1649285516,113.6703011836,23.1708485012,113.6768445021,广东省广州市增城市雅瑶大道,-,-
23.16549805,113.3875901,23.1630173658,113.3931100862,23.1693559989,113.3995603422,广东省广州市天河区,-,-
23.159336,113.3387113,23.1567811477,113.3441561843,23.1624650236,113.3507367739,广东省广州市天河区衡山路,-,-
23.16878915,113.4199598,23.1663133976,113.4254797862,23.1723914294,113.431973907,广东省广州市天河区起云路,-,-
23.12849295,113.3506186,23.1259424591,113.3560795776,23.1317166425,113.3626252376,广东省广州市天河区,-,-
23.13070225,113.4162609,23.1282109587,113.4217808862,23.1342833453,113.4282453633,广东省广州市天河区大灵山路自编16,-,-
23.13822079,113.3894867,23.1357296844,113.3950066862,23.1420618365,113.4014295105,广东省广州市天河区天坤一路,-,-
23.18611685,113.5974857,23.1832814979,113.6025658039,23.1892011967,113.6091066112,广东省广州市增城市,-,-
23.12401896,113.411547,23.121527483,113.4170669862,23.1277572492,113.4235105804,广东省广州市天河区西横路2号,-,-
23.1381659,113.3728361,23.1356550627,113.3783346285,23.1417549167,113.3848087682,广东省广州市天河区棠安路10号,-,-
23.19967301,113.406847,23.1972126049,113.4123723506,23.2034490231,113.4188494948,广东省广州市天河区,-,-
23.12248087,113.3611249,23.11994499,113.3666019708,23.1258724483,113.373120369,广东省广州市天河区员村新街3号,-,-
23.20013915,113.374909,23.1976491606,113.3804075285,23.2037584201,113.386921873,广东省广州市天河区,-,-
23.10125022,113.5484367,23.09844257,113.5535919057,23.1043421189,113.5601085956,广东省广州市黄埔区,-,-
23.12486646,113.5614453,23.1220444271,113.5665790481,23.1277923115,113.5731076358,广东省广州市增城市G4(京港澳高速),-,-
23.10871181,113.4928846,23.1060770604,113.4982436536,23.1121546378,113.5047039568,广东省广州市黄埔区,-,-
23.12431564,113.4081151,23.121824163,113.4136350862,23.1280539292,113.4200786804,广东省广州市天河区园丁路1号d302房,-,-
23.16751438,113.3379544,23.1649597184,113.3433992843,23.1706492606,113.3499905076,广东省广州市天河区长江北路,-,-
23.13544204,113.390008,23.1329509344,113.3955279862,23.1392830865,113.4019508105,广东省广州市天河区车陂路682号,-,-
23.13680577,113.3315495,23.1342209388,113.3369729266,23.1399009078,113.343538535,广东省广州市天河区龙口西路1号,-,-
23.11593032,113.4204891,23.1134339093,113.4260090862,23.1195081531,113.4324766349,广东省广州市天河区中山大道中1277号,-,-
23.16189407,113.3433346,23.1593392177,113.3487794843,23.1650230936,113.3553600738,广东省广州市天河区五山路483号,-,-
23.10979739,113.4534484,23.1072613211,113.4589201064,23.1129194736,113.4654754445,广东省广州市黄埔区大沙地东路573号,-,-
23.10975809,113.4534812,23.1072220211,113.4589529064,23.1128801736,113.4655082445,广东省广州市黄埔区大沙地东路573号,-,-
23.19090473,113.4492017,23.1883997611,113.4546787708,23.1940637465,113.4612612897,广东省广州市萝岗区,-,-
23.10871181,113.4928846,23.1060770604,113.4982436536,23.1121546378,113.5047039568,广东省广州市黄埔区,-,-
23.09982822,113.4849635,23.0972179462,113.4903547401,23.103122685,113.4968620181,广东省广州市黄埔区,-,-
23.07978943,113.429745,23.0772676002,113.4352488929,23.0831714382,113.4417868082,广东省广州市黄埔区长洲路213号,-,-
23.11810119,113.5442171,23.1153235602,113.5494044922,23.1213955928,113.5558634489,广东省广州市黄埔区宏明路自编97号,-,-
23.10871181,113.4928846,23.1060770604,113.4982436536,23.1121546378,113.5047039568,广东省广州市黄埔区,-,-
23.10112473,113.4872412,23.0984848498,113.4926002536,23.1045655252,113.4990698262,广东省广州市黄埔区,-,-
23.14872294,113.5152914,23.1460149874,113.5205485297,23.1523253061,113.5269565893,广东省广州市萝岗区,-,-
23.0479764,113.2892933,23.0452911121,113.2946362604,23.0515360026,113.3011104664,广东省广州市番禺区五街,-,-
23.11114068,113.2782409,23.1084713921,113.2835784959,23.1148011412,113.2900149708,广东省广州市海珠区滨江中路518,-,-
22.9345908,113.4167995,22.9320118188,113.4223033929,22.9380924153,113.4287973486,广东省广州市番禺区金雁北街,-,-
23.39690863,113.3475114,23.3944371508,113.3529938352,23.4002160319,113.3595541732,广东省广州市白云区,-,-
23.09138071,113.5316771,23.088617264,113.5368913143,23.0948466045,113.5433480605,广东省广州市黄埔区,-,-
23.21565299,113.3005692,23.2130450537,113.3059389824,23.219139371,113.312441204,广东省广州市白云区,-,-
22.96099325,113.4427752,22.9584099009,113.4482576352,22.9641591686,113.4548217662,广东省广州市番禺区富怡路,-,-
23.21280913,113.2563331,23.210166486,113.2616599671,23.216415018,113.2681325059,广东省广州市白云区,-,-
23.29451408,113.3313063,23.2919814234,113.3367404555,23.2976662248,113.3433317004,广东省广州市白云区,-,-
23.23745771,113.2042653,23.2348748106,113.2096458113,23.2406201739,113.216177132,广东省广州市白云区G107(广清高速),-,-
23.37184576,113.3603993,23.3693884944,113.3658978285,23.3753157356,113.3724080766,广东省广州市白云区,-,-
23.38627895,113.410599,23.3838663683,113.4161404438,23.3901004597,113.4225844923,广东省广州市白云区,-,-
23.25778406,113.3199932,23.2552261904,113.3254005334,23.2609876955,113.3319527548,广东省广州市白云区坤和街,-,-
23.08029132,113.2042061,23.0776461118,113.2095758824,23.0833994896,113.2161406306,广东省广州市荔湾区大和东西约,-,-
23.21280913,113.2563331,23.210166486,113.2616599671,23.216415018,113.2681325059,广东省广州市白云区,-,-
23.25231339,113.2640936,23.2496813954,113.2694258315,23.2559261531,113.275864177,广东省广州市白云区宗润南街,-,-
23.26171206,113.2736317,23.2590901198,113.2789692959,23.2654193116,113.2853933346,广东省广州市白云区,-,-
23.19657146,113.248218,23.19657146,113.248218,23.19657146,113.248218,广东省广州市白云区平沙大街10号,-,-
23.23376317,113.2234607,23.23376317,113.2234607,23.23376317,113.2234607,广东省广州市白云区石沙路65号,-,-
22.60495971,113.8575896,22.60495971,113.8575896,22.60495971,113.8575896,广东省深圳市宝安区固戍一路661号,-,-
22.75034263,113.5835226,22.7473446718,113.588591975,22.7530108318,113.5951516818,广东省广州市南沙区海景路3号,-,-
23.11295796,113.2185961,23.1102985402,113.2239390604,23.115964785,113.2304974533,广东省广州市荔湾区岭海街7号,-,-
23.13175901,113.275758,23.1290950532,113.2810955959,23.1354251384,113.2875213072,广东省广州市越秀区东皋大道二横路1号,-,-
23.1404539,113.2885119,23.1378049406,113.2938602248,23.1440456577,113.3003096447,广东省广州市越秀区团结路8-4号北座,-,-
23.12882385,113.4224455,23.1263325587,113.4279654862,23.1324049453,113.4344299633,广东省广州市天河区新路街自编4,-,-
23.1381659,113.3728361,23.1356550627,113.3783346285,23.1417549167,113.3848087682,广东省广州市天河区棠安路10号,-,-
23.13534304,113.3037146,23.1327088794,113.309079018,23.1387954245,113.3155604097,广东省广州市越秀区梅花路87号,-,-
23.14416119,113.2937609,23.1415122306,113.2991092248,23.1477529477,113.3055586447,广东省广州市越秀区先烈中路118号,-,-
23.13508872,113.3087933,23.1324693582,113.3141738113,23.1383819537,113.32069355,广东省广州市越秀区广州大道中9号,-,-
23.12912268,113.3502696,23.1265721891,113.3557305776,23.1323463725,113.3622762376,广东省广州市天河区,-,-
23.13559919,113.3507531,23.1330538222,113.3562140776,23.1388269556,113.3627618757,广东省广州市天河区华港西街10号,-,-
22.89140037,113.4634086,22.8887514387,113.4688427555,22.8944082996,113.4753812549,广东省广州市番禺区励业路10号,-,-
23.1324472,113.3398257,23.1298769759,113.3452652199,23.135560846,113.3518321012,广东省广州市天河区虹口街2-6号,-,-
23.13782219,113.3913207,23.1353310844,113.3968406862,23.1416632365,113.4032635105,广东省广州市天河区广氮东路,-,-
23.13708468,113.3341858,23.1344998488,113.3396092266,23.1401798178,113.346174835,广东省广州市天河区天河路590号,-,-
23.19965405,113.3471287,23.1971295456,113.352595042,23.202912058,113.3591778827,广东省广州市天河区,-,-
23.16281868,113.418328,23.1603378106,113.4238479862,23.1664151167,113.4303315105,广东省广州市天河区,-,-
23.16213347,113.3362425,23.1595786177,113.3416873843,23.1652624936,113.3482679738,广东省广州市天河区东莞庄路214号,-,-
23.17452179,113.3590439,23.172006583,113.3645263352,23.1779376589,113.3710659419,广东省广州市天河区,-,-
23.13963001,113.373441,23.1371191727,113.3789395285,23.1432190267,113.3854136682,广东省广州市天河区广园快速路,-,-
22.82926076,113.5128066,22.8264474981,113.5180744585,22.8327678815,113.5245167733,广东省广州市南沙区黄阁大道中7号,-,-
22.77403434,113.5634849,22.7710714459,113.568591826,22.776817572,113.5751196119,广东省广州市南沙区,-,-
22.76096874,113.5670518,22.7579858417,113.5721372683,22.7636478958,113.5786882958,广东省广州市南沙区塘坑中街95号,-,-
23.06873266,113.2597245,23.0660329645,113.2650460027,23.0722845763,113.2715220985,广东省广州市海珠区,-,-
23.38043854,113.2148083,23.3778780546,113.2201834469,23.3835369862,113.2267304393,广东省广州市花都区新华路121号,-,-
23.06832244,113.259826,23.0656227445,113.2651475027,23.0718743563,113.2716235985,广东省广州市海珠区,-,-
22.80661724,113.5538411,22.8036898299,113.5589802125,22.8095898598,113.5654979142,广东省广州市南沙区,-,-
22.80808312,113.5540935,22.8051557099,113.5592326125,22.8110557398,113.5657503142,广东省广州市南沙区,-,-
22.8075467,113.5521662,22.8046192899,113.5573053125,22.8105193198,113.5638230142,广东省广州市南沙区,-,-
22.75155653,113.5823006,22.7485585718,113.587369975,22.7542247319,113.5939296818,广东省广州市南沙区海景路45号,-,-
22.73722496,113.49332,22.7344444741,113.4986522315,22.7405221379,113.5051252823,广东省广州市南沙区,-,-
22.75149396,113.5830112,22.7484960018,113.588080575,22.7541621619,113.5946402818,广东省广州市南沙区海景路3号,-,-
23.10871181,113.4928846,23.1060770604,113.4982436536,23.1121546378,113.5047039568,广东省广州市黄埔区,-,-
23.14381101,113.225977,23.1411521848,113.2313092315,23.1469091289,113.2378426027,广东省广州市荔湾区东风西路1号,-,-
23.45231332,113.1865032,23.4497935605,113.1919158978,23.4556943274,113.1984430552,广东省广州市花都区Y774(度假村专用道南),-,-
23.33873201,113.287509,23.3361461247,113.292873418,23.3423924098,113.299340448,广东省广州市白云区S267(方华公路),-,-
23.46633279,113.159492,23.4638724606,113.164958342,23.4701878478,113.1713816167,广东省广州市花都区,-,-
23.14217367,113.2258303,23.1395148448,113.2311625315,23.1452717889,113.2376959027,广东省广州市荔湾区东风西路57号西101房,-,-
23.37477577,113.1788848,23.3722643357,113.1843082266,23.3783323251,113.1907694711,广东省广州市花都区,-,-
23.4707977,113.1623173,23.4683373706,113.167783642,23.4746527578,113.1742069167,广东省广州市花都区,-,-
23.13697262,113.2511805,23.1343039289,113.2565020027,23.1403929541,113.2629728008,广东省广州市越秀区人民北路624,-,-
23.45673194,113.2818311,23.4541533183,113.2871901536,23.460490084,113.293637755,广东省广州市花都区Y779,-,-
23.39286447,113.2168771,23.3902894068,113.2222361536,23.3959572149,113.2287933143,广东省广州市花都区天贵路73号,-,-
23.45948327,113.1906655,23.4569637013,113.1960781978,23.462863143,113.2025965467,广东省广州市花都区,-,-
22.71023017,113.5528912,22.7072709239,113.5580195836,22.7131738859,113.5645536908,广东省广州市南沙区,-,-
23.46689744,113.1568477,23.4644371106,113.162314042,23.4707524978,113.1687373167,广东省广州市花都区振兴路32,-,-
23.39484028,113.2214471,23.3922652168,113.2268061536,23.3979330249,113.2333633143,广东省广州市花都区曙光路,-,-
23.33887144,113.1110649,23.3364480976,113.1165741573,23.3422147924,113.1231314806,广东省广州市花都区,-,-
23.4739307,113.2286618,23.4713571943,113.2340154892,23.4771156419,113.2405610214,广东省广州市花都区,-,-
23.4153625,113.2559812,23.41276833,113.2613241604,23.4190219219,113.2677976635,广东省广州市花都区,-,-
23.39620146,113.2148232,23.3936413611,113.2201983469,23.399306627,113.2267622554,广东省广州市花都区美雅直街6,-,-
23.40499354,113.2185644,23.4024186712,113.2239234536,23.4080898481,113.2304908088,广东省广州市花都区迎宾大道,-,-
23.07562227,113.2882907,23.072947451,113.2936336604,23.079196804,113.3001208183,广东省广州市海珠区二社六横路4号,-,-
23.37243417,113.2076071,23.369868567,113.2129768824,23.3755304567,113.219527108,广东省广州市花都区建设南路2号,-,-
23.42583117,113.2080568,23.4232765737,113.2134319469,23.4289449561,113.2200198748,广东省广州市花都区建设北路225号-之1,-,-
23.39841078,113.2515307,23.3958162179,113.2568736604,23.4019108059,113.2633558741,广东省广州市花都区龙南路9号,-,-
23.38959437,113.2094492,23.3870340778,113.2148243469,23.3926957093,113.2213780564,广东省广州市花都区宝华路30-41,-,-
23.40380215,113.2090908,23.4012420511,113.2144659469,23.406907317,113.2210298554,广东省广州市花都区迎宾大道83-6,-,-
23.39508831,113.2092329,23.3925282111,113.2146080469,23.398193477,113.2211719554,广东省广州市花都区公益路1-86,-,-
23.09692801,113.239735,23.0942437202,113.2450565027,23.1001623682,113.2515824892,广东省广州市荔湾区信义路16号,-,-
